gem_parent,gem_norm,gvkey,conm,fic,isin,match_type,coal_mw,gas_mw,solar_mw,wind_mw,fossil_mw,total_mw,alpha
Shandong Energy Group Jingtai Lusheng New Energy Co Ltd,shandong energy jingtai lusheng new energy,315641,SHANDONG HI-SPEED NEW ENERGY,CYM,KYG1146W1134,jaccard_0.50,0.0,0.0,350.0,0.0,0.0,350.0,0.0000
NTPC Renewable Energy,ntpc renewable energy,360898,CITICORE RENEWABLE ENERGY CO,PHL,PH0000058844,jaccard_0.50,0.0,0.0,300.0,50.0,0.0,350.0,0.0000
NTPC Renewable Energy,ntpc renewable energy,039049,WESTBRIDGE RENWBLE ENRG CORP,CAN,,jaccard_0.50,0.0,0.0,300.0,50.0,0.0,350.0,0.0000
NTPC Renewable Energy,ntpc renewable energy,351868,HD RENEWABLE ENERGY CO LTD,TWN,TW0006873003,jaccard_0.50,0.0,0.0,300.0,50.0,0.0,350.0,0.0000
NTPC Renewable Energy,ntpc renewable energy,292414,ENLIGHT RENEWABLE ENERGY,ISR,,jaccard_0.50,0.0,0.0,300.0,50.0,0.0,350.0,0.0000
NTPC Renewable Energy,ntpc renewable energy,349595,ECONERGY RENEWABLE ENERGY,ISR,IL0011783342,jaccard_0.50,0.0,0.0,300.0,50.0,0.0,350.0,0.0000
NTPC Renewable Energy,ntpc renewable energy,363653,SANTI RENEWABLE ENERGY CO,TWN,TW0006946007,jaccard_0.50,0.0,0.0,300.0,50.0,0.0,350.0,0.0000
NTPC Renewable Energy,ntpc renewable energy,364457,NTPC GREEN ENERGY LIMITED,IND,INE0ONG01011,jaccard_0.50,0.0,0.0,300.0,50.0,0.0,350.0,0.0000
NTPC Renewable Energy,ntpc renewable energy,343320,GITA RENEWABLE ENERGY LTD,IND,INE776O01018,jaccard_0.50,0.0,0.0,300.0,50.0,0.0,350.0,0.0000
Huadian International Ningxia New Energy Power Generation Co Ltd,huadian international ningxia new energy power generation,367697,HUADIAN NEW ENERGY GROUP COR,CHN,CNE1000074V1,comp_subset,0.0,0.0,0.0,350.0,0.0,350.0,0.0000
Huadian International Ningxia New Energy Power Generation Co Ltd,huadian international ningxia new energy power generation,103124,INTERNATIONAL POWER PLC,GBR,GB0006320161,comp_subset,0.0,0.0,0.0,350.0,0.0,350.0,0.0000
Huadian International Ningxia New Energy Power Generation Co Ltd,huadian international ningxia new energy power generation,213510,HUADIAN ENERGY CO LTD,CHN,CNE000000KX7,comp_subset,0.0,0.0,0.0,350.0,0.0,350.0,0.0000
China Southern Power Grid International (HK) Co Ltd,china southern power grid international hk,103124,INTERNATIONAL POWER PLC,GBR,GB0006320161,comp_subset,0.0,0.0,0.0,350.0,0.0,350.0,0.0000
China Southern Power Grid International (HK) Co Ltd,china southern power grid international hk,156820,SOUTHERN POWER CO,USA,,comp_subset,0.0,0.0,0.0,350.0,0.0,350.0,0.0000
China Southern Power Grid International (HK) Co Ltd,china southern power grid international hk,270721,CHINA SOUTHERN POWER GRID,CHN,CNE000001JD9,comp_subset,0.0,0.0,0.0,350.0,0.0,350.0,0.0000
SDIC New Energy Investment Co Ltd,sdic new energy investment,347411,ZHEJIANG PROVINCIAL NEW,CHN,CNE1000051S5,jaccard_0.50,0.0,0.0,220.0,129.6,0.0,349.6,0.0000
Huadian New Energy Group Shareholding Co Ltd,huadian new energy shareholding,367697,HUADIAN NEW ENERGY GROUP COR,CHN,CNE1000074V1,comp_subset,0.0,0.0,0.0,346.5,0.0,346.5,0.0000
Huadian New Energy Group Shareholding Co Ltd,huadian new energy shareholding,213510,HUADIAN ENERGY CO LTD,CHN,CNE000000KX7,comp_subset,0.0,0.0,0.0,346.5,0.0,346.5,0.0000
Sichuan Shengtian New Energy Development Co Ltd,sichuan shengtian new energy development,260185,SICHUAN NEW ENERGY POWER CO,CHN,CNE0000014Z0,jaccard_0.50,0.0,0.0,343.4,0.0,0.0,343.4,0.0000
Sichuan Shengtian New Energy Development Co Ltd,sichuan shengtian new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,jaccard_0.50,0.0,0.0,343.4,0.0,0.0,343.4,0.0000
Sichuan Shengtian New Energy Development Co Ltd,sichuan shengtian new energy development,330174,SICHUAN ENERGY INVST DEV CO,CHN,CNE100003FC4,jaccard_0.50,0.0,0.0,343.4,0.0,0.0,343.4,0.0000
Sichuan Shengtian New Energy Development Co Ltd,sichuan shengtian new energy development,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,jaccard_0.50,0.0,0.0,343.4,0.0,0.0,343.4,0.0000
NextEra Energy Maine LLC,nextera energy maine,004517,NEXTERA ENERGY INC,USA,,comp_subset,0.0,340.1,0.0,0.0,340.1,340.1,1.0000
Tongwei New Energy Co Ltd,tongwei new energy,217202,CONCORD NEW ENERGY GROUP,BMU,BMG2345T1099,jaccard_0.50,0.0,0.0,340.0,0.0,0.0,340.0,0.0000
Tongwei New Energy Co Ltd,tongwei new energy,317221,TONKING NEW ENERGY GROUP,CYM,KYG8918S1057,jaccard_0.50,0.0,0.0,340.0,0.0,0.0,340.0,0.0000
Tongwei New Energy Co Ltd,tongwei new energy,351744,SP NEW ENERGY CORPORATION,PHL,PHY8080C1028,jaccard_0.50,0.0,0.0,340.0,0.0,0.0,340.0,0.0000
Tongwei New Energy Co Ltd,tongwei new energy,200478,NEW SOURCES ENERGY NV,NLD,NL0009822014,jaccard_0.50,0.0,0.0,340.0,0.0,0.0,340.0,0.0000
Tongwei New Energy Co Ltd,tongwei new energy,207224,GCL NEW ENERGY HOLDINGS LTD,BMU,BMG3775G1539,jaccard_0.50,0.0,0.0,340.0,0.0,0.0,340.0,0.0000
Tongwei New Energy Co Ltd,tongwei new energy,367697,HUADIAN NEW ENERGY GROUP COR,CHN,CNE1000074V1,jaccard_0.50,0.0,0.0,340.0,0.0,0.0,340.0,0.0000
Tongwei New Energy Co Ltd,tongwei new energy,326109,NEW ENERGY SOLAR,AUS,AU000000NEW2,jaccard_0.50,0.0,0.0,340.0,0.0,0.0,340.0,0.0000
Shenzhen Energy Group Ltd,shenzhen energy,251378,SHENZHEN ENERGY GROUP CO LTD,CHN,CNE000000933,exact_norm,0.0,0.0,340.0,0.0,0.0,340.0,0.0000
Huarun New Energy Investment Co Ltd,huarun new energy investment,347411,ZHEJIANG PROVINCIAL NEW,CHN,CNE1000051S5,jaccard_0.50,0.0,0.0,80.0,260.0,0.0,340.0,0.0000
State Development & Investment Corporation New Energy Investment Co Ltd,state development investment new energy investment,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,comp_subset,0.0,0.0,0.0,339.5,0.0,339.5,0.0000
State Development & Investment Corporation New Energy Investment Co Ltd,state development investment new energy investment,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,339.5,0.0,339.5,0.0000
State Development & Investment Corporation New Energy Investment Co Ltd,state development investment new energy investment,330174,SICHUAN ENERGY INVST DEV CO,CHN,CNE100003FC4,comp_subset,0.0,0.0,0.0,339.5,0.0,339.5,0.0000
Georgia Power Co,georgia power,005135,GEORGIA POWER,USA,,exact_norm,0.0,0.0,338.5,0.0,0.0,338.5,0.0000
Guangzhou Hengyun Enterprise Group Co Ltd,guangzhou hengyun enterprise,257082,GUANGZHOU HENGYUN ENT HLDGS,CHN,CNE000000DS2,jaccard_0.50,0.0,0.0,330.0,0.0,0.0,330.0,0.0000
Huaneng (Zhejiang) Energy Development Co Ltd,huaneng zhejiang energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,30.0,300.0,0.0,330.0,0.0000
Impact Energy Asia Development LTD (IEAD),impact energy asia development iead,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,330.0,0.0,330.0,0.0000
Shenzhen Nanguo Energy Co Ltd,shenzhen nanguo energy,251378,SHENZHEN ENERGY GROUP CO LTD,CHN,CNE000000933,comp_subset,0.0,0.0,60.0,269.3,0.0,329.3,0.0000
Shandong Energy Group Jingtai Shenglu New Energy,shandong energy jingtai shenglu new energy,315641,SHANDONG HI-SPEED NEW ENERGY,CYM,KYG1146W1134,jaccard_0.50,0.0,0.0,325.0,0.0,0.0,325.0,0.0000
Alpiq AG,alpiq,102880,ALPIQ HOLDING AG,CHE,CH0034389707,exact_norm,0.0,0.0,0.0,324.3,0.0,324.3,0.0000
Dynegy Inc,dynegy,163429,DYNEGY HOLDINGS INC,USA,,exact_norm,321.6,0.0,0.0,0.0,321.6,321.6,1.0000
Michigan Public Power Agency,michigan power agency,005914,INDIANA MICHIGAN POWER CO,USA,,jaccard_0.50,259.5,61.0,0.0,0.0,320.5,320.5,1.0000
Kamchatskenergo PJSC,kamchatskenergo,293879,KAMCHATSKENERGO PJSC,RUS,RU0006753498,exact_norm,0.0,320.0,0.0,0.0,320.0,320.0,1.0000
Xinyi Energy Holding Co Ltd,xinyi energy,332301,XINYI ENERGY HOLDINGS LTD,VGB,VGG9833A1049,exact_norm,0.0,0.0,320.0,0.0,0.0,320.0,0.0000
Shaanxi Jidian Energy Co Ltd,shaanxi jidian energy,356341,SHAANXI ENERGY INVESTMENT CO,CHN,CNE100005Z70,jaccard_0.50,0.0,0.0,120.0,200.0,0.0,320.0,0.0000
Henan Huadian Fuxin Energy Co Ltd,henan huadian fuxin energy,213510,HUADIAN ENERGY CO LTD,CHN,CNE000000KX7,comp_subset,0.0,0.0,0.0,319.2,0.0,319.2,0.0000
MSU Green Energy,msu green energy,354082,THACHANG GREEN ENERGY PCL,THA,THA918010002,jaccard_0.50,0.0,0.0,317.5,0.0,0.0,317.5,0.0000
MSU Green Energy,msu green energy,330659,KPI GREEN ENERGY LIMITED,IND,INE542W01025,jaccard_0.50,0.0,0.0,317.5,0.0,0.0,317.5,0.0000
MSU Green Energy,msu green energy,327477,ADANI GREEN ENERGY,IND,INE364U01010,jaccard_0.50,0.0,0.0,317.5,0.0,0.0,317.5,0.0000
MSU Green Energy,msu green energy,364457,NTPC GREEN ENERGY LIMITED,IND,INE0ONG01011,jaccard_0.50,0.0,0.0,317.5,0.0,0.0,317.5,0.0000
MSU Green Energy,msu green energy,260062,SPIC GREEN ENERGY CO LTD,CHN,CNE000001CR4,jaccard_0.50,0.0,0.0,317.5,0.0,0.0,317.5,0.0000
MSU Green Energy,msu green energy,329188,GRAND GREEN ENERGY CO LTD,TWN,TW0006639008,jaccard_0.50,0.0,0.0,317.5,0.0,0.0,317.5,0.0000
SPIC Yunnan International Power Investment Co Ltd,spic yunnan international power investment,103124,INTERNATIONAL POWER PLC,GBR,GB0006320161,comp_subset,0.0,0.0,314.4,0.0,0.0,314.4,0.0000
Çates Elektrik Üretim AŞ,cates elektrik uretim aş,359662,CATES ELEKTRIK URETIM ANONIM,TUR,TRECATS00015,jaccard_0.50,314.0,0.0,0.0,0.0,314.0,314.0,1.0000
Ashtrom Renewable Energy,ashtrom renewable energy,360898,CITICORE RENEWABLE ENERGY CO,PHL,PH0000058844,jaccard_0.50,0.0,0.0,306.0,0.0,0.0,306.0,0.0000
Ashtrom Renewable Energy,ashtrom renewable energy,039049,WESTBRIDGE RENWBLE ENRG CORP,CAN,,jaccard_0.50,0.0,0.0,306.0,0.0,0.0,306.0,0.0000
Ashtrom Renewable Energy,ashtrom renewable energy,351868,HD RENEWABLE ENERGY CO LTD,TWN,TW0006873003,jaccard_0.50,0.0,0.0,306.0,0.0,0.0,306.0,0.0000
Ashtrom Renewable Energy,ashtrom renewable energy,292414,ENLIGHT RENEWABLE ENERGY,ISR,,jaccard_0.50,0.0,0.0,306.0,0.0,0.0,306.0,0.0000
Ashtrom Renewable Energy,ashtrom renewable energy,349595,ECONERGY RENEWABLE ENERGY,ISR,IL0011783342,jaccard_0.50,0.0,0.0,306.0,0.0,0.0,306.0,0.0000
Ashtrom Renewable Energy,ashtrom renewable energy,363653,SANTI RENEWABLE ENERGY CO,TWN,TW0006946007,jaccard_0.50,0.0,0.0,306.0,0.0,0.0,306.0,0.0000
Ashtrom Renewable Energy,ashtrom renewable energy,343320,GITA RENEWABLE ENERGY LTD,IND,INE776O01018,jaccard_0.50,0.0,0.0,306.0,0.0,0.0,306.0,0.0000
Huadian (Ningxia) Energy Co Ltd,huadian ningxia energy,367697,HUADIAN NEW ENERGY GROUP COR,CHN,CNE1000074V1,comp_subset,0.0,0.0,285.0,20.0,0.0,305.0,0.0000
Huadian (Ningxia) Energy Co Ltd,huadian ningxia energy,213510,HUADIAN ENERGY CO LTD,CHN,CNE000000KX7,comp_subset,0.0,0.0,285.0,20.0,0.0,305.0,0.0000
"Longyuan Yancheng New Energy Development Co., Ltd.",longyuan yancheng new energy development,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,comp_subset,0.0,0.0,0.0,303.0,0.0,303.0,0.0000
"Longyuan Yancheng New Energy Development Co., Ltd.",longyuan yancheng new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,303.0,0.0,303.0,0.0000
Jiangsu Clean Energy Branch of Huaneng International Power Ltd,jiangsu clean energy branch of huaneng international power,103124,INTERNATIONAL POWER PLC,GBR,GB0006320161,comp_subset,0.0,0.0,0.0,303.0,0.0,303.0,0.0000
Jiangsu Clean Energy Branch of Huaneng International Power Ltd,jiangsu clean energy branch of huaneng international power,030747,HUANENG POWER INTERNATIONAL,CHN,CNE1000006Z4,comp_subset,0.0,0.0,0.0,303.0,0.0,303.0,0.0000
China Hydropower Construction Group New Energy Development Co Ltd,china hydropower construction new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,jaccard_0.57,10.0,67.5,40.0,185.2,77.5,302.8,0.2560
China Hydropower Construction Group New Energy Development Co Ltd,china hydropower construction new energy development,252355,CHINA POWER NEW ENERGY DEV,BMU,HK0000350550,jaccard_0.57,10.0,67.5,40.0,185.2,77.5,302.8,0.2560
Equatorial Energia SA,equatorial energia,291420,EQUATORIAL MARANHAO DISTRIBU,BRA,BREQMAACNOR8,gem_subset,0.0,0.0,300.0,0.0,0.0,300.0,0.0000
Equatorial Energia SA,equatorial energia,272651,EQUATORIAL PARA,BRA,BREQPAACNOR1,gem_subset,0.0,0.0,300.0,0.0,0.0,300.0,0.0000
Ouhao New Energy Power (Gansu) Co Ltd,ouhao new energy power gansu,260185,SICHUAN NEW ENERGY POWER CO,CHN,CNE0000014Z0,jaccard_0.50,0.0,0.0,300.0,0.0,0.0,300.0,0.0000
Gansu Jiake New Energy Development Co Ltd,gansu jiake new energy development,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,comp_subset,0.0,0.0,300.0,0.0,0.0,300.0,0.0000
Gansu Jiake New Energy Development Co Ltd,gansu jiake new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,300.0,0.0,0.0,300.0,0.0000
Hebei Yuchuan New Energy Development Co Ltd,hebei yuchuan new energy development,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,comp_subset,0.0,0.0,300.0,0.0,0.0,300.0,0.0000
Hebei Yuchuan New Energy Development Co Ltd,hebei yuchuan new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,300.0,0.0,0.0,300.0,0.0000
China Energy Investment Group Guodian Power Qinghai New Energy Co Ltd,china energy investment guodian power qinghai new energy,252355,CHINA POWER NEW ENERGY DEV,BMU,HK0000350550,jaccard_0.50,0.0,0.0,300.0,0.0,0.0,300.0,0.0000
Fugu Energy Development Co Ltd of Shaanxi Coal Chemical Industry Group,fugu energy development of shaanxi coal chemical industry,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,300.0,0.0,0.0,300.0,0.0000
Shaanxi Coal Industry Chemical Group Fugu Energy Development Co Ltd,shaanxi coal industry chemical fugu energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,300.0,0.0,0.0,300.0,0.0000
Huadian Clean Energy Power Development Co Ltd,huadian clean energy power development,271762,HUADIAN LIAONING ENERGY DEV,CHN,CNE0000017N9,comp_subset,0.0,0.0,300.0,0.0,0.0,300.0,0.0000
Huadian Clean Energy Power Development Co Ltd,huadian clean energy power development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,300.0,0.0,0.0,300.0,0.0000
Huadian Clean Energy Power Development Co Ltd,huadian clean energy power development,213510,HUADIAN ENERGY CO LTD,CHN,CNE000000KX7,comp_subset,0.0,0.0,300.0,0.0,0.0,300.0,0.0000
Changji Gurbantünggüt Desert Base New Energy CO LTD Huadian Branch CO Co Ltd,changji gurbantunggut desert base new energy huadian branch,367697,HUADIAN NEW ENERGY GROUP COR,CHN,CNE1000074V1,comp_subset,0.0,0.0,300.0,0.0,0.0,300.0,0.0000
Changji Gurbantünggüt Desert Base New Energy CO LTD Huadian Branch CO Co Ltd,changji gurbantunggut desert base new energy huadian branch,213510,HUADIAN ENERGY CO LTD,CHN,CNE000000KX7,comp_subset,0.0,0.0,300.0,0.0,0.0,300.0,0.0000
China Power Hutubi New Energy,china power hutubi new energy,260185,SICHUAN NEW ENERGY POWER CO,CHN,CNE0000014Z0,jaccard_0.67,0.0,0.0,300.0,0.0,0.0,300.0,0.0000
China Power Hutubi New Energy,china power hutubi new energy,252355,CHINA POWER NEW ENERGY DEV,BMU,HK0000350550,jaccard_0.67,0.0,0.0,300.0,0.0,0.0,300.0,0.0000
Yongren Dianneng Zero Carbon Energy Development Co Ltd,yongren dianneng zero carbon energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,300.0,0.0,0.0,300.0,0.0000
Acme Solar LLC,acme solar,364328,ACME SOLAR HOLDINGS LIMITED,IND,INE622W01025,exact_norm,0.0,0.0,300.0,0.0,0.0,300.0,0.0000
Zhejiang Beisheng New Energy Development Co Ltd,zhejiang beisheng new energy development,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,comp_subset,0.0,0.0,0.0,300.0,0.0,300.0,0.0000
Zhejiang Beisheng New Energy Development Co Ltd,zhejiang beisheng new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,300.0,0.0,300.0,0.0000
Inner Mongolia Datang International Tuoketuo Power Generation Co Ltd,inner mongolia datang international tuoketuo power generation,103124,INTERNATIONAL POWER PLC,GBR,GB0006320161,comp_subset,0.0,0.0,0.0,300.0,0.0,300.0,0.0000
Inner Mongolia Huadian Mengdong Energy Co Ltd,inner mongolia huadian mengdong energy,213510,HUADIAN ENERGY CO LTD,CHN,CNE000000KX7,comp_subset,0.0,0.0,0.0,300.0,0.0,300.0,0.0000
Shenzhen Energy Beifang (Northern) Energy Holding Co Ltd,shenzhen energy beifang northern energy,251378,SHENZHEN ENERGY GROUP CO LTD,CHN,CNE000000933,comp_subset,0.0,0.0,0.0,300.0,0.0,300.0,0.0000
Shenzhen Expressway (Guangdong) New Energy Investment Co Ltd,shenzhen expressway guangdong new energy investment,251378,SHENZHEN ENERGY GROUP CO LTD,CHN,CNE000000933,comp_subset,0.0,0.0,0.0,300.0,0.0,300.0,0.0000
Shaanxi Power Generation Co Ltd,shaanxi power generation,202071,JAPAN POWER GENERA,PAK,PK0074901015,jaccard_0.50,0.0,0.0,0.0,299.6,0.0,299.6,0.0000
Shaanxi Power Generation Co Ltd,shaanxi power generation,285323,QUADRA - POWER GENERATION,RUS,RU000A0JNMZ0,jaccard_0.50,0.0,0.0,0.0,299.6,0.0,299.6,0.0000
Shaanxi Power Generation Co Ltd,shaanxi power generation,326582,POWER GENERATION,VNM,VN000000PGV5,jaccard_0.50,0.0,0.0,0.0,299.6,0.0,299.6,0.0000
Energy World Corp Ltd,energy world,202023,ENERGY WORLD CORP LTD,AUS,AU000000EWC5,exact_norm,0.0,299.2,0.0,0.0,299.2,299.2,1.0000
Power Generation Corp,power generation,326582,POWER GENERATION,VNM,VN000000PGV5,exact_norm,0.0,298.0,0.0,0.0,298.0,298.0,1.0000
Guodian Power Shandong New Energy Development Co Ltd,guodian power shandong new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,jaccard_0.57,0.0,0.0,0.0,298.0,0.0,298.0,0.0000
Guodian Power Shandong New Energy Development Co Ltd,guodian power shandong new energy development,252355,CHINA POWER NEW ENERGY DEV,BMU,HK0000350550,jaccard_0.57,0.0,0.0,0.0,298.0,0.0,298.0,0.0000
Tokyo Electric Power Company International BV,tokyo electric power international,100688,TOKYO ELECTRIC POWER CO HOLD,JPN,JP3585800000,comp_subset,0.0,297.1,0.0,0.0,297.1,297.1,1.0000
Tokyo Electric Power Company International BV,tokyo electric power international,103124,INTERNATIONAL POWER PLC,GBR,GB0006320161,comp_subset,0.0,297.1,0.0,0.0,297.1,297.1,1.0000
Atlas Casablanca Comercializadora de Energia Ltda,atlas casablanca comercializadora de energia ltda,303634,ENERGIA DE CASABLANCA SA,CHL,CLP3718Y1056,comp_subset,0.0,0.0,297.0,0.0,0.0,297.0,0.0000
Korea Midland Power Co Ltd,korea midland power,030874,KEPCO-KOREA ELEC POWER CORP,KOR,KR7015760002,jaccard_0.50,0.0,0.0,232.4,58.6,0.0,291.0,0.0000
PTC India Ltd,ptc india,270503,PTC INDIA LTD,IND,INE877F01012,exact_norm,0.0,0.0,0.0,289.0,0.0,289.0,0.0000
Public Service Company of Oklahoma,service of oklahoma,008809,PUBLIC SERVICE CO OF OKLA,USA,,exact_norm,0.0,0.0,0.0,288.0,0.0,288.0,0.0000
Sunshine New Energy Development Co Ltd,sunshine new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,jaccard_0.50,0.0,0.0,270.0,17.5,0.0,287.5,0.0000
Sunshine New Energy Development Co Ltd,sunshine new energy development,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,jaccard_0.50,0.0,0.0,270.0,17.5,0.0,287.5,0.0000
Sunshine New Energy Development Co Ltd,sunshine new energy development,252355,CHINA POWER NEW ENERGY DEV,BMU,HK0000350550,jaccard_0.50,0.0,0.0,270.0,17.5,0.0,287.5,0.0000
Nextera Energy Resources LLC,nextera energy resources,004517,NEXTERA ENERGY INC,USA,,comp_subset,0.0,0.0,62.5,223.9,0.0,286.4,0.0000
Nextera Energy Resources LLC,nextera energy resources,007365,SYSTEM ENERGY RESOURCES INC,USA,,comp_subset,0.0,0.0,62.5,223.9,0.0,286.4,0.0000
Madison Gas & Electric Co,madison gas electric,156656,MADISON GAS & ELECTRIC CO,USA,,exact_norm,0.0,0.0,162.8,122.5,0.0,285.3,0.0000
NorthStar Clean Energy Co,northstar clean energy,221095,CARNEGIE CLEAN ENERGY LTD,AUS,AU000000CCE7,jaccard_0.50,0.0,0.0,180.0,105.0,0.0,285.0,0.0000
Huaneng International Power Corporation Henan Clean Energy Branch,huaneng international power henan clean energy branch,103124,INTERNATIONAL POWER PLC,GBR,GB0006320161,comp_subset,0.0,0.0,0.0,282.0,0.0,282.0,0.0000
Huaneng International Power Corporation Henan Clean Energy Branch,huaneng international power henan clean energy branch,030747,HUANENG POWER INTERNATIONAL,CHN,CNE1000006Z4,comp_subset,0.0,0.0,0.0,282.0,0.0,282.0,0.0000
Aliança Energia,alianca energia,281712,TRANSMISSORA ALIANCA DE ENER,BRA,BRTAEECDAM10,gem_subset,0.0,0.0,2.0,279.3,0.0,281.3,0.0000
Galata Wind Enerji AS,galata wind enerji as,347484,GALATA WIND ENERJI AS,TUR,TREGWIN00014,exact_norm,0.0,0.0,0.0,280.3,0.0,280.3,0.0000
China Southern Power Grid Energy Efficiency&Clean Energy Co Ltd,china southern power grid energy efficiencyclean energy,346289,CHINA SOUTHERN POWER GRID EN,CHN,CNE100004CH8,jaccard_0.71,0.0,0.0,280.0,0.0,0.0,280.0,0.0000
China Southern Power Grid Energy Efficiency&Clean Energy Co Ltd,china southern power grid energy efficiencyclean energy,270721,CHINA SOUTHERN POWER GRID,CHN,CNE000001JD9,jaccard_0.71,0.0,0.0,280.0,0.0,0.0,280.0,0.0000
China Southern Power Grid Energy Efficiency&Clean Energy Co Ltd,china southern power grid energy efficiencyclean energy,156820,SOUTHERN POWER CO,USA,,jaccard_0.71,0.0,0.0,280.0,0.0,0.0,280.0,0.0000
Gulf Pacific Power,gulf pacific power,005385,GULF POWER CO,USA,,comp_subset,0.0,0.0,0.0,279.0,0.0,279.0,0.0000
Gulf Pacific Power,gulf pacific power,009691,SIERRA PACIFIC POWER CO,USA,,comp_subset,0.0,0.0,0.0,279.0,0.0,279.0,0.0000
ATCO Ltd,atco,001828,ATCO LTD,CAN,,exact_norm,0.0,176.0,70.4,30.0,176.0,276.4,0.6369
China Power Construction Juyuan New Energy Co Ltd,china power construction juyuan new energy,252355,CHINA POWER NEW ENERGY DEV,BMU,HK0000350550,jaccard_0.57,0.0,0.0,128.0,148.0,0.0,276.0,0.0000
State Power Investment Corporation LTD (SPIC) Zhejiang New Energy Co Ltd,state power investment spic zhejiang new energy,347411,ZHEJIANG PROVINCIAL NEW,CHN,CNE1000051S5,jaccard_0.50,0.0,0.0,275.5,0.0,0.0,275.5,0.0000
