gem_parent,gem_norm,gvkey,conm,fic,isin,match_type,coal_mw,gas_mw,solar_mw,wind_mw,fossil_mw,total_mw,alpha
CNI (Nanjing) Energy Development Co Ltd,cni nanjing energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,120.0,0.0,0.0,120.0,0.0000
Gia Lai Electricity JSC,gia lai electricity,333819,GIA LAI ELECTRICITY JSC,VNM,VN000000GEG0,exact_norm,0.0,0.0,120.0,0.0,0.0,120.0,0.0000
Huaneng International Power Shareholding CO LTDGuangxi New Energy Branch Co.,huaneng international power shareholding ltdguangxi new energy branch,103124,INTERNATIONAL POWER PLC,GBR,GB0006320161,comp_subset,0.0,0.0,0.0,120.0,0.0,120.0,0.0000
Huaneng International Power Shareholding CO LTDGuangxi New Energy Branch Co.,huaneng international power shareholding ltdguangxi new energy branch,030747,HUANENG POWER INTERNATIONAL,CHN,CNE1000006Z4,comp_subset,0.0,0.0,0.0,120.0,0.0,120.0,0.0000
Tongliao Municipality New Energy Development Group Co Ltd,tongliao municipality new energy development,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,comp_subset,0.0,0.0,0.0,120.0,0.0,120.0,0.0000
Tongliao Municipality New Energy Development Group Co Ltd,tongliao municipality new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,120.0,0.0,120.0,0.0000
Hubei Lanfeng Energy Development Co Ltd,hubei lanfeng energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,119.0,0.0,0.0,119.0,0.0000
Neoenergía,neoenergia,232532,NEOENERGIA SA,BRA,BRNEOEACNOR3,exact_norm,0.0,0.0,117.8,0.0,0.0,117.8,0.0000
Lightsource Renewable Energy,lightsource renewable energy,360898,CITICORE RENEWABLE ENERGY CO,PHL,PH0000058844,jaccard_0.50,0.0,0.0,117.7,0.0,0.0,117.7,0.0000
Lightsource Renewable Energy,lightsource renewable energy,039049,WESTBRIDGE RENWBLE ENRG CORP,CAN,,jaccard_0.50,0.0,0.0,117.7,0.0,0.0,117.7,0.0000
Lightsource Renewable Energy,lightsource renewable energy,351868,HD RENEWABLE ENERGY CO LTD,TWN,TW0006873003,jaccard_0.50,0.0,0.0,117.7,0.0,0.0,117.7,0.0000
Lightsource Renewable Energy,lightsource renewable energy,292414,ENLIGHT RENEWABLE ENERGY,ISR,,jaccard_0.50,0.0,0.0,117.7,0.0,0.0,117.7,0.0000
Lightsource Renewable Energy,lightsource renewable energy,349595,ECONERGY RENEWABLE ENERGY,ISR,IL0011783342,jaccard_0.50,0.0,0.0,117.7,0.0,0.0,117.7,0.0000
Lightsource Renewable Energy,lightsource renewable energy,363653,SANTI RENEWABLE ENERGY CO,TWN,TW0006946007,jaccard_0.50,0.0,0.0,117.7,0.0,0.0,117.7,0.0000
Lightsource Renewable Energy,lightsource renewable energy,343320,GITA RENEWABLE ENERGY LTD,IND,INE776O01018,jaccard_0.50,0.0,0.0,117.7,0.0,0.0,117.7,0.0000
Guangxi Mingyang Smart Energy New Energy Techology Co Ltd,guangxi mingyang smart energy new energy techology,272290,GUANGXI ENERGY CO LTD,CHN,CNE000001741,comp_subset,0.0,0.0,0.0,116.7,0.0,116.7,0.0000
United Renewable Energy Co Ltd,united renewable energy,360898,CITICORE RENEWABLE ENERGY CO,PHL,PH0000058844,jaccard_0.50,0.0,0.0,115.4,0.0,0.0,115.4,0.0000
United Renewable Energy Co Ltd,united renewable energy,039049,WESTBRIDGE RENWBLE ENRG CORP,CAN,,jaccard_0.50,0.0,0.0,115.4,0.0,0.0,115.4,0.0000
United Renewable Energy Co Ltd,united renewable energy,351868,HD RENEWABLE ENERGY CO LTD,TWN,TW0006873003,jaccard_0.50,0.0,0.0,115.4,0.0,0.0,115.4,0.0000
United Renewable Energy Co Ltd,united renewable energy,292414,ENLIGHT RENEWABLE ENERGY,ISR,,jaccard_0.50,0.0,0.0,115.4,0.0,0.0,115.4,0.0000
United Renewable Energy Co Ltd,united renewable energy,349595,ECONERGY RENEWABLE ENERGY,ISR,IL0011783342,jaccard_0.50,0.0,0.0,115.4,0.0,0.0,115.4,0.0000
United Renewable Energy Co Ltd,united renewable energy,363653,SANTI RENEWABLE ENERGY CO,TWN,TW0006946007,jaccard_0.50,0.0,0.0,115.4,0.0,0.0,115.4,0.0000
United Renewable Energy Co Ltd,united renewable energy,343320,GITA RENEWABLE ENERGY LTD,IND,INE776O01018,jaccard_0.50,0.0,0.0,115.4,0.0,0.0,115.4,0.0000
Jiangsu SUMEC New Energy Development Co Ltd,jiangsu sumec new energy development,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,comp_subset,0.0,0.0,115.1,0.0,0.0,115.1,0.0000
Jiangsu SUMEC New Energy Development Co Ltd,jiangsu sumec new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,115.1,0.0,0.0,115.1,0.0000
Caribbean Utilities Co Ltd,caribbean utilities,144096,CARIBBEAN UTILITIES COMPANY,CYM,,exact_norm,0.0,114.0,0.0,0.0,114.0,114.0,1.0000
Gallant Venture Ltd,gallant venture,277963,GALLANT VENTURE LTD,SGP,SG1T37930313,exact_norm,0.0,114.0,0.0,0.0,114.0,114.0,1.0000
Absolute Clean Energy PCL,absolute clean energy pcl,332463,ABSOLUTE CLEAN ENERGY PCL,THA,TH8906010005,exact_norm,0.0,114.0,0.0,0.0,114.0,114.0,1.0000
Black Hills Power Inc,black hills power,144646,BLACK HILLS POWER INC,USA,,exact_norm,0.0,0.0,0.0,113.3,0.0,113.3,0.0000
Japan Renewable Energy CORP (JRE),japan renewable energy jre,351362,RENEWABLE JAPAN CO.LTD.,JPN,JP3974580007,comp_subset,0.0,0.0,0.0,113.2,0.0,113.2,0.0000
Baraka Patenga Power Ltd,baraka patenga power,349618,BARAKA PATENGA POWER LTD,BGD,BD0324BPPL05,exact_norm,0.0,112.7,0.0,0.0,112.7,112.7,1.0000
Hunan Xingling New Energy Development Co Ltd,hunan xingling new energy development,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,comp_subset,0.0,0.0,0.0,112.7,0.0,112.7,0.0000
Hunan Xingling New Energy Development Co Ltd,hunan xingling new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,112.7,0.0,112.7,0.0000
Guodian Power Yunnan New Energy Development Co Ltd,guodian power yunnan new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,jaccard_0.57,0.0,0.0,0.0,112.4,0.0,112.4,0.0000
Guodian Power Yunnan New Energy Development Co Ltd,guodian power yunnan new energy development,252355,CHINA POWER NEW ENERGY DEV,BMU,HK0000350550,jaccard_0.57,0.0,0.0,0.0,112.4,0.0,112.4,0.0000
Concord Green Energy,concord green energy,354082,THACHANG GREEN ENERGY PCL,THA,THA918010002,jaccard_0.50,0.0,0.0,112.0,0.0,0.0,112.0,0.0000
Concord Green Energy,concord green energy,217202,CONCORD NEW ENERGY GROUP,BMU,BMG2345T1099,jaccard_0.50,0.0,0.0,112.0,0.0,0.0,112.0,0.0000
Concord Green Energy,concord green energy,330659,KPI GREEN ENERGY LIMITED,IND,INE542W01025,jaccard_0.50,0.0,0.0,112.0,0.0,0.0,112.0,0.0000
Concord Green Energy,concord green energy,327477,ADANI GREEN ENERGY,IND,INE364U01010,jaccard_0.50,0.0,0.0,112.0,0.0,0.0,112.0,0.0000
Concord Green Energy,concord green energy,364457,NTPC GREEN ENERGY LIMITED,IND,INE0ONG01011,jaccard_0.50,0.0,0.0,112.0,0.0,0.0,112.0,0.0000
Concord Green Energy,concord green energy,260062,SPIC GREEN ENERGY CO LTD,CHN,CNE000001CR4,jaccard_0.50,0.0,0.0,112.0,0.0,0.0,112.0,0.0000
Concord Green Energy,concord green energy,329188,GRAND GREEN ENERGY CO LTD,TWN,TW0006639008,jaccard_0.50,0.0,0.0,112.0,0.0,0.0,112.0,0.0000
Truong Thanh Development & Construction Investment JSC,truong thanh development construction investment,340032,TRUONG THANH DEVELOPMENT AND,VNM,VN000000TTA4,gem_subset,0.0,0.0,111.8,0.0,0.0,111.8,0.0000
Energypac Power Generation PLC,energypac power generation,202071,JAPAN POWER GENERA,PAK,PK0074901015,jaccard_0.50,0.0,111.7,0.0,0.0,111.7,111.7,1.0000
Energypac Power Generation PLC,energypac power generation,285323,QUADRA - POWER GENERATION,RUS,RU000A0JNMZ0,jaccard_0.50,0.0,111.7,0.0,0.0,111.7,111.7,1.0000
Energypac Power Generation PLC,energypac power generation,326582,POWER GENERATION,VNM,VN000000PGV5,jaccard_0.50,0.0,111.7,0.0,0.0,111.7,111.7,1.0000
State Power Investment Group Shandong Energy Development Co Ltd,state power investment shandong energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,60.0,50.0,0.0,110.0,0.0000
Jingneng (Chifeng) Energy Development Co Ltd,jingneng chifeng energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,110.0,0.0,0.0,110.0,0.0000
Hebei Hengguan Electric Power Development Co Ltd,hebei hengguan electric power development,211744,GUANGDONG ELECTRIC POWER DEV,CHN,CNE0000006J0,jaccard_0.50,0.0,0.0,20.0,90.0,0.0,110.0,0.0000
Hebei Hengguan Electric Power Development Co Ltd,hebei hengguan electric power development,271031,ELEC POWER DEVELOPMENT CO,JPN,JP3551200003,jaccard_0.50,0.0,0.0,20.0,90.0,0.0,110.0,0.0000
Jiangxi Hydro-Investment Energy Development Co Ltd,jiangxi hydroinvestment energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,110.0,0.0,0.0,110.0,0.0000
Huadian Ninglang New Energy Development Co Ltd,huadian ninglang new energy development,271762,HUADIAN LIAONING ENERGY DEV,CHN,CNE0000017N9,comp_subset,0.0,0.0,110.0,0.0,0.0,110.0,0.0000
Huadian Ninglang New Energy Development Co Ltd,huadian ninglang new energy development,213510,HUADIAN ENERGY CO LTD,CHN,CNE000000KX7,comp_subset,0.0,0.0,110.0,0.0,0.0,110.0,0.0000
Huadian Ninglang New Energy Development Co Ltd,huadian ninglang new energy development,367697,HUADIAN NEW ENERGY GROUP COR,CHN,CNE1000074V1,comp_subset,0.0,0.0,110.0,0.0,0.0,110.0,0.0000
Huadian Ninglang New Energy Development Co Ltd,huadian ninglang new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,110.0,0.0,0.0,110.0,0.0000
Huadian Ninglang New Energy Development Co Ltd,huadian ninglang new energy development,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,comp_subset,0.0,0.0,110.0,0.0,0.0,110.0,0.0000
Huadian Henan New Energy Power Co Ltd,huadian henan new energy power,260185,SICHUAN NEW ENERGY POWER CO,CHN,CNE0000014Z0,comp_subset,0.0,0.0,0.0,110.0,0.0,110.0,0.0000
Huadian Henan New Energy Power Co Ltd,huadian henan new energy power,367697,HUADIAN NEW ENERGY GROUP COR,CHN,CNE1000074V1,comp_subset,0.0,0.0,0.0,110.0,0.0,110.0,0.0000
Huadian Henan New Energy Power Co Ltd,huadian henan new energy power,213510,HUADIAN ENERGY CO LTD,CHN,CNE000000KX7,comp_subset,0.0,0.0,0.0,110.0,0.0,110.0,0.0000
AES Brasil,aes brasil,347266,AES BRASIL ENERGIA S.A.,BRA,BRAESBACNOR7,gem_subset,0.0,0.0,109.2,0.0,0.0,109.2,0.0000
China International Water and Power Singapore Corp,china international water and power singapore,103124,INTERNATIONAL POWER PLC,GBR,GB0006320161,comp_subset,108.2,0.0,0.0,0.0,108.2,108.2,1.0000
Cecep Solar Energy Technology Co Ltd,cecep solar energy technology,272146,CECEP SOLAR ENERGY CO LTD,CHN,CNE0000000K1,comp_subset,0.0,0.0,108.0,0.0,0.0,108.0,0.0000
Fujian Mindong Electric Power Co Ltd,fujian mindong electric power,272184,FUJIAN MINDONG ELECTRIC PWR,CHN,CNE000001469,exact_norm,0.0,0.0,0.0,108.0,0.0,108.0,0.0000
ITC Ltd,itc,163669,ITC HOLDINGS CORP,USA,,exact_norm,43.0,0.0,0.0,62.2,43.0,105.2,0.4087
China Power Construction Yunnan New Energy Co Ltd,china power construction yunnan new energy,252355,CHINA POWER NEW ENERGY DEV,BMU,HK0000350550,jaccard_0.57,0.0,0.0,105.0,0.0,0.0,105.0,0.0000
Bağlar Elektrik Üretim AS,bağlar elektrik uretim as,339169,PAMUKOVA YENILENEBILIR ELEKT,TUR,TREBOMO00012,jaccard_0.50,0.0,0.0,26.0,79.0,0.0,105.0,0.0000
Baraka Power Ltd,baraka power,349618,BARAKA PATENGA POWER LTD,BGD,BD0324BPPL05,gem_subset,0.0,104.8,0.0,0.0,104.8,104.8,1.0000
Concord New Energy Xiehe Windpower Investment Co Ltd,concord new energy xiehe windpower investment,217202,CONCORD NEW ENERGY GROUP,BMU,BMG2345T1099,comp_subset,0.0,0.0,0.0,104.0,0.0,104.0,0.0000
Engie Zielona Energia,engie zielona energia,274724,ENGIE ENERGIA PERU SA,PER,PEP702101002,jaccard_0.50,0.0,0.0,0.0,104.0,0.0,104.0,0.0000
Engie Zielona Energia,engie zielona energia,206346,ENGIE ENERGIA CHILE SA,CHL,CL0001583070,jaccard_0.50,0.0,0.0,0.0,104.0,0.0,104.0,0.0000
Engie Zielona Energia,engie zielona energia,111320,ENGIE BRASIL ENERGIA SA,BRA,BREGIEACNOR9,jaccard_0.50,0.0,0.0,0.0,104.0,0.0,104.0,0.0000
Cloudberry Clean Energy ASA,cloudberry clean energy asa,338093,CLOUDBERRY CLEAN ENERGY ASA,NOR,NO0010876642,exact_norm,0.0,0.0,0.0,103.8,0.0,103.8,0.0000
Huaneng International Power Development Co,huaneng international power development,103124,INTERNATIONAL POWER PLC,GBR,GB0006320161,comp_subset,0.0,0.0,100.0,3.6,0.0,103.6,0.0000
Huaneng International Power Development Co,huaneng international power development,030747,HUANENG POWER INTERNATIONAL,CHN,CNE1000006Z4,comp_subset,0.0,0.0,100.0,3.6,0.0,103.6,0.0000
Suzhou Zhongkang Electric Power Development Co Ltd,suzhou zhongkang electric power development,211744,GUANGDONG ELECTRIC POWER DEV,CHN,CNE0000006J0,jaccard_0.50,0.0,0.0,103.0,0.0,0.0,103.0,0.0000
Suzhou Zhongkang Electric Power Development Co Ltd,suzhou zhongkang electric power development,271031,ELEC POWER DEVELOPMENT CO,JPN,JP3551200003,jaccard_0.50,0.0,0.0,103.0,0.0,0.0,103.0,0.0000
Xinnongchuang (Beijing) Energy Development Co Ltd,xinnongchuang beijing energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,102.0,0.0,0.0,102.0,0.0000
Hebei Bailong Shenghong Energy Development Co Ltd,hebei bailong shenghong energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,102.0,0.0,102.0,0.0000
Akfen Renewable Energy,akfen renewable energy,360898,CITICORE RENEWABLE ENERGY CO,PHL,PH0000058844,jaccard_0.50,0.0,0.0,101.9,0.0,0.0,101.9,0.0000
Akfen Renewable Energy,akfen renewable energy,039049,WESTBRIDGE RENWBLE ENRG CORP,CAN,,jaccard_0.50,0.0,0.0,101.9,0.0,0.0,101.9,0.0000
Akfen Renewable Energy,akfen renewable energy,351868,HD RENEWABLE ENERGY CO LTD,TWN,TW0006873003,jaccard_0.50,0.0,0.0,101.9,0.0,0.0,101.9,0.0000
Akfen Renewable Energy,akfen renewable energy,292414,ENLIGHT RENEWABLE ENERGY,ISR,,jaccard_0.50,0.0,0.0,101.9,0.0,0.0,101.9,0.0000
Akfen Renewable Energy,akfen renewable energy,349595,ECONERGY RENEWABLE ENERGY,ISR,IL0011783342,jaccard_0.50,0.0,0.0,101.9,0.0,0.0,101.9,0.0000
Akfen Renewable Energy,akfen renewable energy,363653,SANTI RENEWABLE ENERGY CO,TWN,TW0006946007,jaccard_0.50,0.0,0.0,101.9,0.0,0.0,101.9,0.0000
Akfen Renewable Energy,akfen renewable energy,343320,GITA RENEWABLE ENERGY LTD,IND,INE776O01018,jaccard_0.50,0.0,0.0,101.9,0.0,0.0,101.9,0.0000
NV Energy Inc,energy,007824,NV ENERGY INC,USA,,exact_norm,0.0,0.0,101.0,0.0,0.0,101.0,0.0000
Huadian Fuxin Energy Shareholding Co Ltd,huadian fuxin energy shareholding,213510,HUADIAN ENERGY CO LTD,CHN,CNE000000KX7,comp_subset,0.0,0.0,0.0,101.0,0.0,101.0,0.0000
Huaneng International Power Co. Henan Clean Energy branch,huaneng international power henan clean energy branch,103124,INTERNATIONAL POWER PLC,GBR,GB0006320161,comp_subset,0.0,0.0,0.0,101.0,0.0,101.0,0.0000
Huaneng International Power Co. Henan Clean Energy branch,huaneng international power henan clean energy branch,030747,HUANENG POWER INTERNATIONAL,CHN,CNE1000006Z4,comp_subset,0.0,0.0,0.0,101.0,0.0,101.0,0.0000
Nantian Electric Power Co Ltd,nantian electric power,201913,JORDAN ELECTRIC POWER CO,JOR,JO3100411011,jaccard_0.50,0.0,100.0,0.0,0.0,100.0,100.0,1.0000
Nantian Electric Power Co Ltd,nantian electric power,100450,CHUBU ELECTRIC POWER CO INC,JPN,JP3526600006,jaccard_0.50,0.0,100.0,0.0,0.0,100.0,100.0,1.0000
Nantian Electric Power Co Ltd,nantian electric power,100439,CHUGOKU ELECTRIC POWER CO,JPN,JP3522200009,jaccard_0.50,0.0,100.0,0.0,0.0,100.0,100.0,1.0000
Nantian Electric Power Co Ltd,nantian electric power,100690,TOHOKU ELECTRIC POWER CO INC,JPN,JP3605400005,jaccard_0.50,0.0,100.0,0.0,0.0,100.0,100.0,1.0000
Nantian Electric Power Co Ltd,nantian electric power,271031,ELEC POWER DEVELOPMENT CO,JPN,JP3551200003,jaccard_0.50,0.0,100.0,0.0,0.0,100.0,100.0,1.0000
Nantian Electric Power Co Ltd,nantian electric power,260071,LESHAN ELECTRIC POWER CO LTD,CHN,CNE0000008T5,jaccard_0.50,0.0,100.0,0.0,0.0,100.0,100.0,1.0000
Nantian Electric Power Co Ltd,nantian electric power,066624,TUCSON ELECTRIC POWER CO,USA,,jaccard_0.50,0.0,100.0,0.0,0.0,100.0,100.0,1.0000
Nantian Electric Power Co Ltd,nantian electric power,100488,KYUSHU ELECTRIC POWER CO INC,JPN,JP3246400000,jaccard_0.50,0.0,100.0,0.0,0.0,100.0,100.0,1.0000
Nantian Electric Power Co Ltd,nantian electric power,155277,POTOMAC ELECTRIC POWER CO,USA,,jaccard_0.50,0.0,100.0,0.0,0.0,100.0,100.0,1.0000
Nantian Electric Power Co Ltd,nantian electric power,101769,SHIKOKU ELECTRIC POWER CO,JPN,JP3350800003,jaccard_0.50,0.0,100.0,0.0,0.0,100.0,100.0,1.0000
Nantian Electric Power Co Ltd,nantian electric power,102311,HOKURIKU ELECTRIC POWER CO,JPN,JP3845400005,jaccard_0.50,0.0,100.0,0.0,0.0,100.0,100.0,1.0000
Nantian Electric Power Co Ltd,nantian electric power,013353,WISCONSIN ELECTRIC POWER CO,USA,,jaccard_0.50,0.0,100.0,0.0,0.0,100.0,100.0,1.0000
Nantian Electric Power Co Ltd,nantian electric power,100302,KANSAI ELECTRIC POWER CO,JPN,JP3228600007,jaccard_0.50,0.0,100.0,0.0,0.0,100.0,100.0,1.0000
Nantian Electric Power Co Ltd,nantian electric power,030874,KEPCO-KOREA ELEC POWER CORP,KOR,KR7015760002,jaccard_0.50,0.0,100.0,0.0,0.0,100.0,100.0,1.0000
Nantian Electric Power Co Ltd,nantian electric power,011188,VIRGINIA ELECTRIC & POWER CO,USA,,jaccard_0.50,0.0,100.0,0.0,0.0,100.0,100.0,1.0000
Nantian Electric Power Co Ltd,nantian electric power,100688,TOKYO ELECTRIC POWER CO HOLD,JPN,JP3585800000,jaccard_0.50,0.0,100.0,0.0,0.0,100.0,100.0,1.0000
Nantian Electric Power Co Ltd,nantian electric power,100365,HOKKAIDO ELECTRIC POWER CO,JPN,JP3850200001,jaccard_0.50,0.0,100.0,0.0,0.0,100.0,100.0,1.0000
Nantian Electric Power Co Ltd,nantian electric power,001440,AMERICAN ELECTRIC POWER CO,USA,,jaccard_0.50,0.0,100.0,0.0,0.0,100.0,100.0,1.0000
Nantian Electric Power Co Ltd,nantian electric power,205365,OKINAWA ELECTRIC POWER CO,JPN,JP3194700005,jaccard_0.50,0.0,100.0,0.0,0.0,100.0,100.0,1.0000
Nantian Electric Power Co Ltd,nantian electric power,009902,SOUTHWESTERN ELECTRIC PWR CO,USA,,jaccard_0.50,0.0,100.0,0.0,0.0,100.0,100.0,1.0000
Nantian Electric Power Co Ltd,nantian electric power,227480,SOUTHERN ELECTRIC POWER CO,PAK,PK0076101010,jaccard_0.50,0.0,100.0,0.0,0.0,100.0,100.0,1.0000
Aksay County Yintai New Energy Development Co Ltd,aksay county yintai new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
GaotaiLonghe New Energy Development Co Ltd,gaotailonghe new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,jaccard_0.50,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
GaotaiLonghe New Energy Development Co Ltd,gaotailonghe new energy development,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,jaccard_0.50,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
GaotaiLonghe New Energy Development Co Ltd,gaotailonghe new energy development,252355,CHINA POWER NEW ENERGY DEV,BMU,HK0000350550,jaccard_0.50,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Linze Green Power New Energy Co Ltd,linze green power new energy,260185,SICHUAN NEW ENERGY POWER CO,CHN,CNE0000014Z0,jaccard_0.50,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Shanghai Lingyun Industries Development Co Ltd,shanghai lingyun industries development,249456,SHANGHAI LINGYUN INDS DEV CO,CHN,CNE0000013W9,exact_norm,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Zhangxian Hangjian Chuangxin Energy Development Co Ltd,zhangxian hangjian chuangxin energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Guodian Power Qinghai New Energy Development Co Ltd,guodian power qinghai new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,jaccard_0.57,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Guodian Power Qinghai New Energy Development Co Ltd,guodian power qinghai new energy development,252355,CHINA POWER NEW ENERGY DEV,BMU,HK0000350550,jaccard_0.57,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Zhao'an Jinko Power Co Ltd,zhaoan jinko power,338459,JINKO POWER TECHNOLOGY CO,CHN,CNE100004025,jaccard_0.50,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Guangxi Minhai Energy Co Ltd,guangxi minhai energy,272290,GUANGXI ENERGY CO LTD,CHN,CNE000001741,comp_subset,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Pingshan Aerospace Wanyuan New Energy Technology Development Co Ltd,pingshan aerospace wanyuan new energy technology development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
CGN (Hunan) New Energy Development Co Ltd,cgn hunan new energy development,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,comp_subset,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
CGN (Hunan) New Energy Development Co Ltd,cgn hunan new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
National Energy Group Wuhai Energy Co Ltd,national energy wuhai energy,152430,FIRST NATIONAL ENERGY CORP,USA,,jaccard_0.50,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Wuhai Atesi New Energy Development Co Ltd,wuhai atesi new energy development,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,comp_subset,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Wuhai Atesi New Energy Development Co Ltd,wuhai atesi new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Liji (Nanjing) Power New Energy Co Ltd,liji nanjing power new energy,260185,SICHUAN NEW ENERGY POWER CO,CHN,CNE0000014Z0,jaccard_0.50,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
CGN New Energy Investment (Shenzhen) CO LTD Jiangxi Branch,cgn new energy investment shenzhen jiangxi branch,251378,SHENZHEN ENERGY GROUP CO LTD,CHN,CNE000000933,comp_subset,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Hunan Energy Investment Group Co Ltd,hunan energy investment,270113,HCIG ENERGY INVESTMENT CO,CHN,CNE000000FT5,jaccard_0.50,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Hunan Energy Investment Group Co Ltd,hunan energy investment,356341,SHAANXI ENERGY INVESTMENT CO,CHN,CNE100005Z70,jaccard_0.50,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Jiangsu Runyang New Energy Technology Co Ltd,jiangsu runyang new energy technology,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,jaccard_0.50,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Shaanxi Investment Guanzhong New Energy Co Ltd,shaanxi investment guanzhong new energy,356341,SHAANXI ENERGY INVESTMENT CO,CHN,CNE100005Z70,comp_subset,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
State Energy Investment Group Shaanxi Power Co Ltd,state energy investment shaanxi power,356341,SHAANXI ENERGY INVESTMENT CO,CHN,CNE100005Z70,comp_subset,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Huaneng Shaanxi Gaoxin Energy Development Co Ltd,huaneng shaanxi gaoxin energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Shenzhen Huiyang New Energy Investment Consulting Co Ltd,shenzhen huiyang new energy investment consulting,251378,SHENZHEN ENERGY GROUP CO LTD,CHN,CNE000000933,comp_subset,0.0,0.0,50.0,50.0,0.0,100.0,0.0000
Xiehe (Concord) New Energy Group Co Ltd,xiehe concord new energy,217202,CONCORD NEW ENERGY GROUP,BMU,BMG2345T1099,comp_subset,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
GCL New Energy Holdings Ltd,gcl new energy,207224,GCL NEW ENERGY HOLDINGS LTD,BMU,BMG3775G1539,exact_norm,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Jinneng Holdings Power Group Co Ltd,jinneng power,251373,JINNENG HOLDING SHANXI ELECT,CHN,CNE000000776,gem_subset,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
China Energy Investment Shanxi New Energy Investment and Development LTD Yuxian Branch Co,china energy investment shanxi new energy investment and development yuxian branch,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Tianjin Xiangyu New Energy Technology Development Co Ltd,tianjin xiangyu new energy technology development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,50.0,50.0,0.0,100.0,0.0000
China Guangdong Nuclear Power New Energy Holdings Co Ltd,china guangdong nuclear power new energy,252355,CHINA POWER NEW ENERGY DEV,BMU,HK0000350550,jaccard_0.57,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
Xinjiang Energy (Group) Investment Co Ltd,xinjiang energy investment,353985,XINJIANG LIXIN ENE,CHN,CNE100005GM6,jaccard_0.50,0.0,0.0,100.0,0.0,0.0,100.0,0.0000
