gvkey_i,gvkey_j,w_reg
004093,001742,0.010101
004093,003210,0.010101
004093,003897,0.010101
004093,008539,0.010101
004093,013353,0.010101
004093,009691,0.010101
004093,010801,0.010101
004093,008001,0.010101
004093,001075,0.010101
004093,012555,0.010101
004093,008455,0.010101
004093,065298,0.010101
004093,116304,0.010101
004093,152430,0.010101
004093,004029,0.010101
004093,009902,0.010101
004093,011304,0.010101
004093,156656,0.010101
004093,146774,0.010101
004093,065095,0.010101
004093,012612,0.010101
004093,005914,0.010101
004093,163669,0.010101
004093,008264,0.010101
004093,065092,0.010101
004093,185429,0.010101
004093,012749,0.010101
004093,156819,0.010101
004093,007977,0.010101
004093,018293,0.010101
004093,040614,0.010101
004093,006338,0.010101
004093,004331,0.010101
004093,010860,0.010101
004093,127675,0.010101
004093,155277,0.010101
004093,144646,0.010101
004093,004241,0.010101
004093,008806,0.010101
004093,001745,0.010101
004093,007970,0.010101
004093,010327,0.010101
004093,114789,0.010101
004093,005742,0.010101
004093,014580,0.010101
004093,003439,0.010101
004093,135990,0.010101
004093,005870,0.010101
004093,008199,0.010101
004241,006932,0.010101
004241,007366,0.010101
004241,004798,0.010101
004241,156676,0.010101
004241,011188,0.010101
004241,003392,0.010101
004241,006867,0.010101
004241,011550,0.010101
004241,144580,0.010101
004241,004799,0.010101
004241,008099,0.010101
004241,001440,0.010101
004241,008810,0.010101
004241,007437,0.010101
004241,004517,0.010101
004241,008290,0.010101
004241,157373,0.010101
004241,012428,0.010101
004241,003413,0.010101
004241,011554,0.010101
004241,025588,0.010101
004241,004093,0.010101
004241,007365,0.010101
004241,007974,0.010101
004241,005135,0.010101
004241,066624,0.010101
004241,009828,0.010101
004241,007824,0.010101
004241,115687,0.010101
004241,010447,0.010101
004241,005525,0.010101
004241,006397,0.010101
004241,001995,0.010101
004241,009850,0.010101
004241,156818,0.010101
004241,010507,0.010101
004241,023465,0.010101
004241,146411,0.010101
004241,005526,0.010101
004241,013948,0.010101
004241,180942,0.010101
004241,163429,0.010101
004241,008113,0.010101
004241,043737,0.010101
004241,005385,0.010101
004241,020739,0.010101
004241,026658,0.010101
004241,009846,0.010101
004241,156820,0.010101
004241,008809,0.010101
004241,160913,0.010101
004241,001742,0.010101
004241,003210,0.010101
004241,003897,0.010101
004241,008539,0.010101
004241,013353,0.010101
004241,009691,0.010101
004241,010801,0.010101
004241,008001,0.010101
004241,001075,0.010101
004241,012555,0.010101
004241,008455,0.010101
004241,065298,0.010101
004241,116304,0.010101
004241,152430,0.010101
004241,004029,0.010101
004241,009902,0.010101
004241,011304,0.010101
004241,156656,0.010101
004241,146774,0.010101
004241,065095,0.010101
004241,012612,0.010101
